date,type,N,year,month
2009-12-23,ARREST,241,2009,2009-12-01
2009-12-24,CRIM,295,2009,2009-12-01
2009-12-24,CIVIL,467,2009,2009-12-01
2009-12-24,ARREST,200,2009,2009-12-01
2009-12-25,CRIM,160,2009,2009-12-01
2009-12-25,ARREST,132,2009,2009-12-01
2009-12-25,CIVIL,175,2009,2009-12-01
2009-12-26,CIVIL,845,2009,2009-12-01
2009-12-26,CRIM,389,2009,2009-12-01
2009-12-26,ARREST,171,2009,2009-12-01
2009-12-27,CRIM,401,2009,2009-12-01
2009-12-27,ARREST,233,2009,2009-12-01
2009-12-27,CIVIL,1136,2009,2009-12-01
2009-12-28,CIVIL,1549,2009,2009-12-01
2009-12-28,ARREST,176,2009,2009-12-01
2009-12-28,CRIM,417,2009,2009-12-01
2009-12-29,CIVIL,1656,2009,2009-12-01
2009-12-29,ARREST,171,2009,2009-12-01
2009-12-29,CRIM,404,2009,2009-12-01
2009-12-30,CIVIL,2084,2009,2009-12-01
2009-12-30,CRIM,530,2009,2009-12-01
2009-12-30,ARREST,154,2009,2009-12-01
2009-12-31,ARREST,245,2009,2009-12-01
2009-12-31,CIVIL,1233,2009,2009-12-01
2009-12-31,CRIM,505,2009,2009-12-01
2010-01-01,CRIM,469,2010,2010-01-01
2010-01-01,CIVIL,1292,2010,2010-01-01
2010-01-01,ARREST,349,2010,2010-01-01
2010-01-02,CRIM,375,2010,2010-01-01
2010-01-02,CIVIL,919,2010,2010-01-01
2010-01-02,ARREST,206,2010,2010-01-01
2010-01-03,CIVIL,744,2010,2010-01-01
2010-01-03,CRIM,290,2010,2010-01-01
2010-01-03,ARREST,152,2010,2010-01-01
2010-01-04,CIVIL,1511,2010,2010-01-01
2010-01-04,CRIM,471,2010,2010-01-01
2010-01-04,ARREST,150,2010,2010-01-01
2010-01-05,CRIM,551,2010,2010-01-01
2010-01-05,CIVIL,1746,2010,2010-01-01
2010-01-05,ARREST,203,2010,2010-01-01
2010-01-06,CIVIL,1844,2010,2010-01-01
2010-01-06,CRIM,486,2010,2010-01-01
2010-01-06,ARREST,237,2010,2010-01-01
2010-01-07,CRIM,449,2010,2010-01-01
2010-01-07,CIVIL,1724,2010,2010-01-01
2010-01-07,ARREST,227,2010,2010-01-01
2010-01-08,ARREST,267,2010,2010-01-01
2010-01-08,CIVIL,1541,2010,2010-01-01
2010-01-08,CRIM,508,2010,2010-01-01
2010-01-09,CIVIL,1508,2010,2010-01-01
2010-01-09,CRIM,494,2010,2010-01-01
2010-01-09,ARREST,274,2010,2010-01-01
2010-01-10,CIVIL,1261,2010,2010-01-01
2010-01-10,CRIM,441,2010,2010-01-01
2010-01-10,ARREST,319,2010,2010-01-01
2010-01-11,CIVIL,1887,2010,2010-01-01
2010-01-11,CRIM,444,2010,2010-01-01
2010-01-11,ARREST,203,2010,2010-01-01
2010-01-12,CIVIL,1994,2010,2010-01-01
2010-01-12,CRIM,486,2010,2010-01-01
2010-01-12,ARREST,178,2010,2010-01-01
2010-01-13,CIVIL,1847,2010,2010-01-01
2010-01-13,ARREST,222,2010,2010-01-01
2010-01-13,CRIM,461,2010,2010-01-01
2010-01-14,CIVIL,1968,2010,2010-01-01
2010-01-14,CRIM,501,2010,2010-01-01
2010-01-14,ARREST,188,2010,2010-01-01
2010-01-15,CIVIL,1985,2010,2010-01-01
2010-01-15,CRIM,496,2010,2010-01-01
2010-01-15,ARREST,263,2010,2010-01-01
2010-01-16,CIVIL,1845,2010,2010-01-01
2010-01-16,CRIM,558,2010,2010-01-01
2010-01-16,ARREST,305,2010,2010-01-01
2010-01-16,WARN,1,2010,2010-01-01
2010-01-17,CIVIL,1223,2010,2010-01-01
2010-01-17,CRIM,388,2010,2010-01-01
2010-01-17,ARREST,283,2010,2010-01-01
2010-01-18,CIVIL,898,2010,2010-01-01
2010-01-18,CRIM,370,2010,2010-01-01
2010-01-18,ARREST,127,2010,2010-01-01
2010-01-19,CRIM,387,2010,2010-01-01
2010-01-19,CIVIL,1176,2010,2010-01-01
2010-01-19,ARREST,136,2010,2010-01-01
2010-01-20,CRIM,453,2010,2010-01-01
2010-01-20,CIVIL,1992,2010,2010-01-01
2010-01-20,ARREST,227,2010,2010-01-01
2010-01-21,CIVIL,1974,2010,2010-01-01
2010-01-21,ARREST,234,2010,2010-01-01
2010-01-21,CRIM,522,2010,2010-01-01
2010-01-22,CIVIL,2079,2010,2010-01-01
2010-01-22,ARREST,257,2010,2010-01-01
2010-01-22,CRIM,542,2010,2010-01-01
2010-01-23,CRIM,520,2010,2010-01-01
2010-01-23,CIVIL,1812,2010,2010-01-01
2010-01-23,ARREST,360,2010,2010-01-01
2010-01-24,CIVIL,1285,2010,2010-01-01
2010-01-24,CRIM,335,2010,2010-01-01
2010-01-24,ARREST,211,2010,2010-01-01
2010-01-25,CRIM,392,2010,2010-01-01
2010-01-25,ARREST,155,2010,2010-01-01
2010-01-25,CIVIL,1018,2010,2010-01-01
2010-01-26,CIVIL,2023,2010,2010-01-01
2010-01-26,ARREST,205,2010,2010-01-01
2010-01-26,CRIM,515,2010,2010-01-01
2010-01-27,CIVIL,2196,2010,2010-01-01
2010-01-27,ARREST,215,2010,2010-01-01
2010-01-27,CRIM,545,2010,2010-01-01
2010-01-28,CRIM,513,2010,2010-01-01
2010-01-28,CIVIL,1680,2010,2010-01-01
2010-01-28,ARREST,173,2010,2010-01-01
2010-01-29,CRIM,504,2010,2010-01-01
2010-01-29,CIVIL,1667,2010,2010-01-01
2010-01-29,ARREST,199,2010,2010-01-01
2010-01-30,CIVIL,1486,2010,2010-01-01
2010-01-30,ARREST,328,2010,2010-01-01
2010-01-30,CRIM,501,2010,2010-01-01
2010-01-31,CIVIL,1456,2010,2010-01-01
2010-01-31,CRIM,359,2010,2010-01-01
2010-01-31,ARREST,292,2010,2010-01-01
2010-02-01,CIVIL,1929,2010,2010-02-01
2010-02-01,CRIM,533,2010,2010-02-01
2010-02-01,ARREST,209,2010,2010-02-01
2010-02-02,CRIM,549,2010,2010-02-01
2010-02-02,CIVIL,2137,2010,2010-02-01
2010-02-02,ARREST,245,2010,2010-02-01
2010-02-03,ARREST,205,2010,2010-02-01
2010-02-03,CIVIL,1846,2010,2010-02-01
2010-02-03,CRIM,481,2010,2010-02-01
2010-02-04,CIVIL,1975,2010,2010-02-01
2010-02-04,ARREST,207,2010,2010-02-01
2010-02-04,CRIM,472,2010,2010-02-01
2010-02-05,CIVIL,2245,2010,2010-02-01
2010-02-05,CRIM,579,2010,2010-02-01
2010-02-05,ARREST,244,2010,2010-02-01
2010-02-06,ARREST,370,2010,2010-02-01
2010-02-06,CIVIL,1584,2010,2010-02-01
2010-02-06,CRIM,507,2010,2010-02-01
2010-02-07,CIVIL,1400,2010,2010-02-01
2010-02-07,ARREST,284,2010,2010-02-01
2010-02-07,CRIM,398,2010,2010-02-01
2010-02-08,CIVIL,1851,2010,2010-02-01
2010-02-08,ARREST,228,2010,2010-02-01
2010-02-08,CRIM,453,2010,2010-02-01
2010-02-08,WARN,1,2010,2010-02-01
2010-02-09,CIVIL,2120,2010,2010-02-01
2010-02-09,ARREST,214,2010,2010-02-01
2010-02-09,CRIM,513,2010,2010-02-01
2010-02-10,CIVIL,1240,2010,2010-02-01
2010-02-10,CRIM,396,2010,2010-02-01
2010-02-10,ARREST,156,2010,2010-02-01
2010-02-11,CIVIL,2054,2010,2010-02-01
2010-02-11,CRIM,500,2010,2010-02-01
2010-02-11,ARREST,166,2010,2010-02-01
2010-02-12,CIVIL,2288,2010,2010-02-01
2010-02-12,ARREST,242,2010,2010-02-01
2010-02-12,CRIM,548,2010,2010-02-01
2010-02-13,CIVIL,1658,2010,2010-02-01
2010-02-13,CRIM,515,2010,2010-02-01
2010-02-13,ARREST,378,2010,2010-02-01
2010-02-14,CIVIL,1389,2010,2010-02-01
2010-02-14,CRIM,450,2010,2010-02-01
2010-02-14,ARREST,234,2010,2010-02-01
2010-02-15,CIVIL,1895,2010,2010-02-01
2010-02-15,ARREST,197,2010,2010-02-01
2010-02-15,CRIM,469,2010,2010-02-01
2010-02-16,CIVIL,955,2010,2010-02-01
2010-02-16,CRIM,447,2010,2010-02-01
2010-02-16,ARREST,106,2010,2010-02-01
2010-02-17,CIVIL,1554,2010,2010-02-01
2010-02-17,CRIM,461,2010,2010-02-01
2010-02-17,ARREST,174,2010,2010-02-01
2010-02-18,CRIM,482,2010,2010-02-01
2010-02-18,ARREST,220,2010,2010-02-01
2010-02-18,CIVIL,1827,2010,2010-02-01
2010-02-19,CIVIL,1854,2010,2010-02-01
2010-02-19,CRIM,509,2010,2010-02-01
2010-02-19,ARREST,285,2010,2010-02-01
2010-02-20,CIVIL,1734,2010,2010-02-01
2010-02-20,CRIM,511,2010,2010-02-01
2010-02-20,ARREST,352,2010,2010-02-01
2010-02-21,CRIM,433,2010,2010-02-01
2010-02-21,CIVIL,1498,2010,2010-02-01
2010-02-21,ARREST,317,2010,2010-02-01
2010-02-22,CRIM,532,2010,2010-02-01
2010-02-22,CIVIL,2138,2010,2010-02-01
2010-02-22,ARREST,231,2010,2010-02-01
2010-02-23,CIVIL,1791,2010,2010-02-01
2010-02-23,CRIM,446,2010,2010-02-01
2010-02-23,ARREST,190,2010,2010-02-01
2010-02-24,CIVIL,1004,2010,2010-02-01
2010-02-24,ARREST,144,2010,2010-02-01
2010-02-24,CRIM,330,2010,2010-02-01
2010-02-25,CIVIL,1167,2010,2010-02-01
2010-02-25,ARREST,166,2010,2010-02-01
2010-02-25,CRIM,364,2010,2010-02-01
2010-02-26,CIVIL,1372,2010,2010-02-01
2010-02-26,ARREST,191,2010,2010-02-01
2010-02-26,CRIM,475,2010,2010-02-01
2010-02-27,CRIM,519,2010,2010-02-01
2010-02-27,CIVIL,1272,2010,2010-02-01
2010-02-27,ARREST,348,2010,2010-02-01
2010-02-28,CRIM,407,2010,2010-02-01
2010-02-28,CIVIL,1565,2010,2010-02-01
2010-02-28,ARREST,292,2010,2010-02-01
2010-03-01,CIVIL,1676,2010,2010-03-01
2010-03-01,CRIM,507,2010,2010-03-01
2010-03-01,ARREST,179,2010,2010-03-01
2010-03-02,CRIM,544,2010,2010-03-01
2010-03-02,CIVIL,2323,2010,2010-03-01
2010-03-02,ARREST,176,2010,2010-03-01
2010-03-03,CIVIL,1725,2010,2010-03-01
2010-03-03,ARREST,172,2010,2010-03-01
2010-03-03,CRIM,525,2010,2010-03-01
2010-03-04,CRIM,587,2010,2010-03-01
2010-03-04,CIVIL,1839,2010,2010-03-01
2010-03-04,ARREST,202,2010,2010-03-01
2010-03-05,ARREST,252,2010,2010-03-01
2010-03-05,CRIM,578,2010,2010-03-01
2010-03-05,CIVIL,2273,2010,2010-03-01
2010-03-06,CIVIL,1999,2010,2010-03-01
2010-03-06,ARREST,395,2010,2010-03-01
2010-03-06,CRIM,575,2010,2010-03-01
2010-03-07,CIVIL,1750,2010,2010-03-01
2010-03-07,ARREST,332,2010,2010-03-01
2010-03-07,CRIM,495,2010,2010-03-01
2010-03-08,CIVIL,2433,2010,2010-03-01
2010-03-08,CRIM,413,2010,2010-03-01
2010-03-08,ARREST,236,2010,2010-03-01
2010-03-09,CRIM,513,2010,2010-03-01
2010-03-09,CIVIL,2277,2010,2010-03-01
2010-03-09,ARREST,211,2010,2010-03-01
2010-03-10,CRIM,506,2010,2010-03-01
2010-03-10,CIVIL,2424,2010,2010-03-01
2010-03-10,ARREST,251,2010,2010-03-01
2010-03-11,CIVIL,2081,2010,2010-03-01
2010-03-11,ARREST,245,2010,2010-03-01
2010-03-11,CRIM,482,2010,2010-03-01
2010-03-12,CIVIL,2441,2010,2010-03-01
2010-03-12,ARREST,314,2010,2010-03-01
2010-03-12,CRIM,558,2010,2010-03-01
2010-03-13,CIVIL,925,2010,2010-03-01
2010-03-13,CRIM,379,2010,2010-03-01
2010-03-13,ARREST,247,2010,2010-03-01
2010-03-14,CIVIL,550,2010,2010-03-01
2010-03-14,ARREST,160,2010,2010-03-01
2010-03-14,CRIM,221,2010,2010-03-01
2010-03-15,CIVIL,840,2010,2010-03-01
2010-03-15,ARREST,128,2010,2010-03-01
2010-03-15,CRIM,321,2010,2010-03-01
2010-03-15,WARN,1,2010,2010-03-01
2010-03-16,CIVIL,2023,2010,2010-03-01
2010-03-16,CRIM,469,2010,2010-03-01
2010-03-16,ARREST,216,2010,2010-03-01
2010-03-17,CIVIL,2203,2010,2010-03-01
2010-03-17,CRIM,521,2010,2010-03-01
2010-03-17,ARREST,268,2010,2010-03-01
2010-03-18,CRIM,537,2010,2010-03-01
2010-03-18,CIVIL,2164,2010,2010-03-01
2010-03-18,ARREST,257,2010,2010-03-01
2010-03-19,CIVIL,2431,2010,2010-03-01
2010-03-19,ARREST,218,2010,2010-03-01
2010-03-19,CRIM,534,2010,2010-03-01
2010-03-20,CIVIL,1905,2010,2010-03-01
2010-03-20,CRIM,444,2010,2010-03-01
2010-03-20,ARREST,305,2010,2010-03-01
2010-03-21,CIVIL,1504,2010,2010-03-01
2010-03-21,CRIM,441,2010,2010-03-01
2010-03-21,ARREST,302,2010,2010-03-01
2010-03-22,CIVIL,1541,2010,2010-03-01
2010-03-22,ARREST,194,2010,2010-03-01
2010-03-22,CRIM,454,2010,2010-03-01
2010-03-23,CIVIL,1051,2010,2010-03-01
2010-03-23,CRIM,421,2010,2010-03-01
2010-03-23,ARREST,163,2010,2010-03-01
2010-03-24,CIVIL,2141,2010,2010-03-01
2010-03-24,CRIM,524,2010,2010-03-01
2010-03-24,ARREST,248,2010,2010-03-01
2010-03-25,CIVIL,2396,2010,2010-03-01
2010-03-25,ARREST,227,2010,2010-03-01
2010-03-25,CRIM,451,2010,2010-03-01
2010-03-26,CIVIL,1972,2010,2010-03-01
2010-03-26,CRIM,481,2010,2010-03-01
2010-03-26,ARREST,221,2010,2010-03-01
2010-03-27,CRIM,532,2010,2010-03-01
2010-03-27,CIVIL,1808,2010,2010-03-01
2010-03-27,ARREST,361,2010,2010-03-01
2010-03-28,CIVIL,1429,2010,2010-03-01
2010-03-28,CRIM,386,2010,2010-03-01
2010-03-28,ARREST,331,2010,2010-03-01
2010-03-29,CIVIL,857,2010,2010-03-01
2010-03-29,ARREST,149,2010,2010-03-01
2010-03-29,CRIM,286,2010,2010-03-01
2010-03-30,CIVIL,818,2010,2010-03-01
2010-03-30,CRIM,261,2010,2010-03-01
2010-03-30,ARREST,116,2010,2010-03-01
2010-03-31,CRIM,452,2010,2010-03-01
2010-03-31,CIVIL,1734,2010,2010-03-01
2010-03-31,ARREST,170,2010,2010-03-01
2010-04-01,CRIM,506,2010,2010-04-01
2010-04-01,ARREST,241,2010,2010-04-01
2010-04-01,CIVIL,2014,2010,2010-04-01
2010-04-02,ARREST,360,2010,2010-04-01
2010-04-02,CIVIL,2142,2010,2010-04-01
2010-04-02,CRIM,568,2010,2010-04-01
2010-04-03,ARREST,322,2010,2010-04-01
2010-04-03,CIVIL,1967,2010,2010-04-01
2010-04-03,CRIM,544,2010,2010-04-01
2010-04-04,CIVIL,1002,2010,2010-04-01
2010-04-04,ARREST,255,2010,2010-04-01
2010-04-04,CRIM,375,2010,2010-04-01
2010-04-05,CIVIL,2337,2010,2010-04-01
2010-04-05,ARREST,230,2010,2010-04-01
2010-04-05,CRIM,439,2010,2010-04-01
2010-04-06,CIVIL,2046,2010,2010-04-01
2010-04-06,ARREST,158,2010,2010-04-01
2010-04-06,CRIM,480,2010,2010-04-01
2010-04-07,CIVIL,2255,2010,2010-04-01
2010-04-07,ARREST,180,2010,2010-04-01
2010-04-07,CRIM,479,2010,2010-04-01
2010-04-07,WARN,1,2010,2010-04-01
2010-04-08,CRIM,442,2010,2010-04-01
2010-04-08,CIVIL,2094,2010,2010-04-01
2010-04-08,ARREST,281,2010,2010-04-01
2010-04-09,CRIM,438,2010,2010-04-01
2010-04-09,CIVIL,1404,2010,2010-04-01
2010-04-09,ARREST,213,2010,2010-04-01
2010-04-10,CRIM,500,2010,2010-04-01
2010-04-10,ARREST,304,2010,2010-04-01
2010-04-10,CIVIL,1828,2010,2010-04-01
2010-04-11,CIVIL,1669,2010,2010-04-01
2010-04-11,ARREST,279,2010,2010-04-01
2010-04-11,CRIM,431,2010,2010-04-01
2010-04-12,CRIM,448,2010,2010-04-01
2010-04-12,CIVIL,2162,2010,2010-04-01
2010-04-12,ARREST,184,2010,2010-04-01
2010-04-13,CIVIL,2311,2010,2010-04-01
2010-04-13,CRIM,482,2010,2010-04-01
2010-04-13,ARREST,215,2010,2010-04-01
2010-04-14,ARREST,192,2010,2010-04-01
2010-04-14,CRIM,517,2010,2010-04-01
2010-04-14,CIVIL,2058,2010,2010-04-01
2010-04-15,CIVIL,1917,2010,2010-04-01
2010-04-15,ARREST,229,2010,2010-04-01
2010-04-15,CRIM,484,2010,2010-04-01
2010-04-16,CRIM,501,2010,2010-04-01
2010-04-16,CIVIL,1647,2010,2010-04-01
2010-04-16,ARREST,202,2010,2010-04-01
2010-04-17,ARREST,281,2010,2010-04-01
2010-04-17,CIVIL,1212,2010,2010-04-01
2010-04-17,CRIM,420,2010,2010-04-01
2010-04-18,CIVIL,1430,2010,2010-04-01
2010-04-18,CRIM,400,2010,2010-04-01
2010-04-18,ARREST,312,2010,2010-04-01
2010-04-19,CRIM,445,2010,2010-04-01
2010-04-19,CIVIL,1494,2010,2010-04-01
2010-04-19,ARREST,193,2010,2010-04-01
2010-04-20,CIVIL,2003,2010,2010-04-01
2010-04-20,CRIM,519,2010,2010-04-01
2010-04-20,ARREST,194,2010,2010-04-01
2010-04-21,CIVIL,2123,2010,2010-04-01
2010-04-21,CRIM,488,2010,2010-04-01
2010-04-21,ARREST,185,2010,2010-04-01
2010-04-22,CIVIL,1859,2010,2010-04-01
2010-04-22,CRIM,508,2010,2010-04-01
2010-04-22,ARREST,248,2010,2010-04-01
2010-04-23,CRIM,570,2010,2010-04-01
2010-04-23,CIVIL,2202,2010,2010-04-01
2010-04-23,ARREST,298,2010,2010-04-01
2010-04-24,CIVIL,1845,2010,2010-04-01
2010-04-24,CRIM,434,2010,2010-04-01
2010-04-24,ARREST,341,2010,2010-04-01
2010-04-25,ARREST,271,2010,2010-04-01
2010-04-25,CIVIL,1354,2010,2010-04-01
2010-04-25,CRIM,392,2010,2010-04-01
2010-04-26,CIVIL,1762,2010,2010-04-01
2010-04-26,CRIM,398,2010,2010-04-01
2010-04-26,ARREST,181,2010,2010-04-01
2010-04-27,CIVIL,1639,2010,2010-04-01
2010-04-27,CRIM,395,2010,2010-04-01
2010-04-27,ARREST,150,2010,2010-04-01
2010-04-28,CRIM,421,2010,2010-04-01
2010-04-28,CIVIL,1848,2010,2010-04-01
2010-04-28,ARREST,174,2010,2010-04-01
2010-04-29,CRIM,490,2010,2010-04-01
2010-04-29,CIVIL,1843,2010,2010-04-01
2010-04-29,ARREST,173,2010,2010-04-01
2010-04-30,CIVIL,2262,2010,2010-04-01
2010-04-30,CRIM,522,2010,2010-04-01
2010-04-30,ARREST,289,2010,2010-04-01
2010-05-01,CIVIL,1482,2010,2010-05-01
2010-05-01,CRIM,457,2010,2010-05-01
2010-05-01,ARREST,313,2010,2010-05-01
2010-05-02,CIVIL,1310,2010,2010-05-01
2010-05-02,CRIM,383,2010,2010-05-01
2010-05-02,ARREST,251,2010,2010-05-01
2010-05-03,CIVIL,1543,2010,2010-05-01
2010-05-03,CRIM,432,2010,2010-05-01
2010-05-03,ARREST,177,2010,2010-05-01
2010-05-04,CIVIL,1963,2010,2010-05-01
2010-05-04,CRIM,573,2010,2010-05-01
2010-05-04,ARREST,203,2010,2010-05-01
2010-05-05,CRIM,503,2010,2010-05-01
2010-05-05,CIVIL,2120,2010,2010-05-01
2010-05-05,ARREST,153,2010,2010-05-01
2010-05-06,CRIM,504,2010,2010-05-01
2010-05-06,CIVIL,1956,2010,2010-05-01
2010-05-06,ARREST,279,2010,2010-05-01
2010-05-07,CRIM,473,2010,2010-05-01
2010-05-07,CIVIL,2308,2010,2010-05-01
2010-05-07,ARREST,237,2010,2010-05-01
2010-05-08,CRIM,471,2010,2010-05-01
2010-05-08,ARREST,299,2010,2010-05-01
2010-05-08,CIVIL,1258,2010,2010-05-01
2010-05-09,CRIM,358,2010,2010-05-01
2010-05-09,ARREST,297,2010,2010-05-01
2010-05-09,CIVIL,1149,2010,2010-05-01
2010-05-10,CRIM,430,2010,2010-05-01
2010-05-10,CIVIL,2135,2010,2010-05-01
2010-05-10,ARREST,181,2010,2010-05-01
2010-05-11,CIVIL,2055,2010,2010-05-01
2010-05-11,CRIM,455,2010,2010-05-01
2010-05-11,ARREST,222,2010,2010-05-01
2010-05-12,ARREST,198,2010,2010-05-01
2010-05-12,CIVIL,1904,2010,2010-05-01
2010-05-12,CRIM,410,2010,2010-05-01
2010-05-13,CIVIL,2298,2010,2010-05-01
2010-05-13,CRIM,523,2010,2010-05-01
2010-05-13,ARREST,210,2010,2010-05-01
2010-05-14,ARREST,267,2010,2010-05-01
2010-05-14,CIVIL,2019,2010,2010-05-01
2010-05-14,CRIM,503,2010,2010-05-01
2010-05-15,CRIM,465,2010,2010-05-01
2010-05-15,CIVIL,1724,2010,2010-05-01
2010-05-15,ARREST,423,2010,2010-05-01
2010-05-16,CIVIL,1416,2010,2010-05-01
2010-05-16,ARREST,315,2010,2010-05-01
2010-05-16,CRIM,456,2010,2010-05-01
2010-05-17,CRIM,505,2010,2010-05-01
2010-05-17,CIVIL,1985,2010,2010-05-01
2010-05-17,ARREST,158,2010,2010-05-01
2010-05-18,CRIM,443,2010,2010-05-01
2010-05-18,CIVIL,1784,2010,2010-05-01
2010-05-18,ARREST,150,2010,2010-05-01
2010-05-19,CRIM,377,2010,2010-05-01
2010-05-19,CIVIL,1555,2010,2010-05-01
2010-05-19,ARREST,148,2010,2010-05-01
2010-05-20,CIVIL,2134,2010,2010-05-01
2010-05-20,CRIM,466,2010,2010-05-01
2010-05-20,ARREST,215,2010,2010-05-01
2010-05-21,ARREST,289,2010,2010-05-01
2010-05-21,CRIM,518,2010,2010-05-01
2010-05-21,CIVIL,2337,2010,2010-05-01
2010-05-22,ARREST,290,2010,2010-05-01
2010-05-22,CRIM,523,2010,2010-05-01
2010-05-22,CIVIL,1807,2010,2010-05-01
2010-05-23,CIVIL,1511,2010,2010-05-01
2010-05-23,CRIM,406,2010,2010-05-01
2010-05-23,ARREST,286,2010,2010-05-01
2010-05-24,ARREST,215,2010,2010-05-01
2010-05-24,CIVIL,2769,2010,2010-05-01
2010-05-24,CRIM,423,2010,2010-05-01
2010-05-25,CIVIL,2969,2010,2010-05-01
2010-05-25,CRIM,482,2010,2010-05-01
2010-05-25,ARREST,219,2010,2010-05-01
2010-05-26,CIVIL,3029,2010,2010-05-01
2010-05-26,ARREST,213,2010,2010-05-01
2010-05-26,CRIM,504,2010,2010-05-01
2010-05-27,CIVIL,3148,2010,2010-05-01
2010-05-27,CRIM,495,2010,2010-05-01
2010-05-27,ARREST,169,2010,2010-05-01
2010-05-28,CIVIL,3889,2010,2010-05-01
2010-05-28,ARREST,287,2010,2010-05-01
2010-05-28,CRIM,563,2010,2010-05-01
2010-05-29,CRIM,522,2010,2010-05-01
2010-05-29,CIVIL,2589,2010,2010-05-01
2010-05-29,ARREST,373,2010,2010-05-01
2010-05-30,CIVIL,2086,2010,2010-05-01
2010-05-30,CRIM,478,2010,2010-05-01
2010-05-30,ARREST,284,2010,2010-05-01
2010-05-31,CIVIL,2056,2010,2010-05-01
2010-05-31,CRIM,460,2010,2010-05-01
2010-05-31,ARREST,232,2010,2010-05-01
2010-06-01,CIVIL,2429,2010,2010-06-01
2010-06-01,CRIM,484,2010,2010-06-01
2010-06-01,ARREST,141,2010,2010-06-01
2010-06-02,CIVIL,3542,2010,2010-06-01
2010-06-02,CRIM,555,2010,2010-06-01
2010-06-02,ARREST,227,2010,2010-06-01
2010-06-03,CIVIL,3426,2010,2010-06-01
2010-06-03,CRIM,569,2010,2010-06-01
2010-06-03,ARREST,234,2010,2010-06-01
2010-06-04,CRIM,675,2010,2010-06-01
2010-06-04,CIVIL,3626,2010,2010-06-01
2010-06-04,ARREST,276,2010,2010-06-01
2010-06-05,CIVIL,2448,2010,2010-06-01
2010-06-05,CRIM,526,2010,2010-06-01
2010-06-05,ARREST,280,2010,2010-06-01
2010-06-06,CIVIL,1657,2010,2010-06-01
2010-06-06,CRIM,477,2010,2010-06-01
2010-06-06,ARREST,261,2010,2010-06-01
2010-06-07,CIVIL,2665,2010,2010-06-01
2010-06-07,CRIM,503,2010,2010-06-01
2010-06-07,ARREST,214,2010,2010-06-01
2010-06-08,CRIM,430,2010,2010-06-01
2010-06-08,ARREST,183,2010,2010-06-01
2010-06-08,CIVIL,2146,2010,2010-06-01
2010-06-09,CRIM,448,2010,2010-06-01
2010-06-09,CIVIL,1872,2010,2010-06-01
2010-06-09,ARREST,194,2010,2010-06-01
2010-06-10,CIVIL,1552,2010,2010-06-01
2010-06-10,CRIM,410,2010,2010-06-01
2010-06-10,ARREST,189,2010,2010-06-01
2010-06-11,CIVIL,2236,2010,2010-06-01
2010-06-11,CRIM,486,2010,2010-06-01
2010-06-11,ARREST,241,2010,2010-06-01
2010-06-12,CIVIL,1280,2010,2010-06-01
2010-06-12,CRIM,459,2010,2010-06-01
2010-06-12,ARREST,293,2010,2010-06-01
2010-06-13,CIVIL,1102,2010,2010-06-01
2010-06-13,ARREST,222,2010,2010-06-01
2010-06-13,CRIM,369,2010,2010-06-01
2010-06-14,CRIM,438,2010,2010-06-01
2010-06-14,CIVIL,1834,2010,2010-06-01
2010-06-14,ARREST,197,2010,2010-06-01
2010-06-15,CIVIL,2072,2010,2010-06-01
2010-06-15,ARREST,209,2010,2010-06-01
2010-06-15,CRIM,436,2010,2010-06-01
2010-06-16,CIVIL,1990,2010,2010-06-01
2010-06-16,CRIM,429,2010,2010-06-01
2010-06-16,ARREST,204,2010,2010-06-01
2010-06-17,CIVIL,1827,2010,2010-06-01
2010-06-17,ARREST,170,2010,2010-06-01
2010-06-17,CRIM,465,2010,2010-06-01
2010-06-18,CRIM,557,2010,2010-06-01
2010-06-18,CIVIL,1950,2010,2010-06-01
2010-06-18,ARREST,251,2010,2010-06-01
2010-06-19,CRIM,393,2010,2010-06-01
2010-06-19,CIVIL,1425,2010,2010-06-01
2010-06-19,ARREST,287,2010,2010-06-01
2010-06-20,CIVIL,1127,2010,2010-06-01
2010-06-20,ARREST,223,2010,2010-06-01
2010-06-20,CRIM,316,2010,2010-06-01
2010-06-21,CRIM,460,2010,2010-06-01
2010-06-21,CIVIL,2016,2010,2010-06-01
2010-06-21,ARREST,175,2010,2010-06-01
2010-06-22,ARREST,203,2010,2010-06-01
2010-06-22,CRIM,466,2010,2010-06-01
2010-06-22,CIVIL,1800,2010,2010-06-01
2010-06-23,CIVIL,1555,2010,2010-06-01
2010-06-23,CRIM,439,2010,2010-06-01
2010-06-23,ARREST,165,2010,2010-06-01
2010-06-24,CIVIL,1959,2010,2010-06-01
2010-06-24,ARREST,192,2010,2010-06-01
2010-06-24,CRIM,457,2010,2010-06-01
2010-06-25,CIVIL,1959,2010,2010-06-01
2010-06-25,ARREST,317,2010,2010-06-01
2010-06-25,CRIM,477,2010,2010-06-01
2010-06-26,CIVIL,1466,2010,2010-06-01
2010-06-26,ARREST,302,2010,2010-06-01
2010-06-26,CRIM,393,2010,2010-06-01
2010-06-27,ARREST,268,2010,2010-06-01
2010-06-27,CIVIL,1484,2010,2010-06-01
2010-06-27,CRIM,375,2010,2010-06-01
2010-06-28,CIVIL,1732,2010,2010-06-01
2010-06-28,CRIM,397,2010,2010-06-01
2010-06-28,ARREST,230,2010,2010-06-01
2010-06-28,WARN,1,2010,2010-06-01
2010-06-29,CRIM,475,2010,2010-06-01
