date,type,N,year,month
2007-07-01,CIVIL,1655,2007,2007-07-01
2007-07-01,CRIM,447,2007,2007-07-01
2007-07-01,ARREST,314,2007,2007-07-01
2007-07-02,CIVIL,2720,2007,2007-07-01
2007-07-02,CRIM,486,2007,2007-07-01
2007-07-02,ARREST,275,2007,2007-07-01
2007-07-02,WARN,1,2007,2007-07-01
2007-07-03,CIVIL,2829,2007,2007-07-01
2007-07-03,CRIM,530,2007,2007-07-01
2007-07-03,ARREST,309,2007,2007-07-01
2007-07-04,CIVIL,1677,2007,2007-07-01
2007-07-04,ARREST,335,2007,2007-07-01
2007-07-04,CRIM,551,2007,2007-07-01
2007-07-05,CRIM,601,2007,2007-07-01
2007-07-05,CIVIL,2466,2007,2007-07-01
2007-07-05,ARREST,264,2007,2007-07-01
2007-07-06,CIVIL,2974,2007,2007-07-01
2007-07-06,ARREST,297,2007,2007-07-01
2007-07-06,CRIM,586,2007,2007-07-01
2007-07-06,WARN,2,2007,2007-07-01
2007-07-07,CRIM,601,2007,2007-07-01
2007-07-07,CIVIL,2830,2007,2007-07-01
2007-07-07,ARREST,412,2007,2007-07-01
2007-07-08,CIVIL,2370,2007,2007-07-01
2007-07-08,CRIM,453,2007,2007-07-01
2007-07-08,ARREST,256,2007,2007-07-01
2007-07-09,CIVIL,2430,2007,2007-07-01
2007-07-09,ARREST,190,2007,2007-07-01
2007-07-09,CRIM,482,2007,2007-07-01
2007-07-10,CIVIL,3045,2007,2007-07-01
2007-07-10,ARREST,228,2007,2007-07-01
2007-07-10,CRIM,541,2007,2007-07-01
2007-07-11,CRIM,559,2007,2007-07-01
2007-07-11,CIVIL,3300,2007,2007-07-01
2007-07-11,ARREST,244,2007,2007-07-01
2007-07-12,CRIM,687,2007,2007-07-01
2007-07-12,CIVIL,3503,2007,2007-07-01
2007-07-12,ARREST,255,2007,2007-07-01
2007-07-13,CRIM,597,2007,2007-07-01
2007-07-13,CIVIL,3448,2007,2007-07-01
2007-07-13,ARREST,335,2007,2007-07-01
2007-07-13,WARN,1,2007,2007-07-01
2007-07-14,CIVIL,2749,2007,2007-07-01
2007-07-14,ARREST,407,2007,2007-07-01
2007-07-14,CRIM,689,2007,2007-07-01
2007-07-14,WARN,2,2007,2007-07-01
2007-07-15,CIVIL,2159,2007,2007-07-01
2007-07-15,CRIM,466,2007,2007-07-01
2007-07-15,ARREST,377,2007,2007-07-01
2007-07-16,CIVIL,2429,2007,2007-07-01
2007-07-16,ARREST,186,2007,2007-07-01
2007-07-16,CRIM,496,2007,2007-07-01
2007-07-17,CIVIL,2476,2007,2007-07-01
2007-07-17,CRIM,604,2007,2007-07-01
2007-07-17,ARREST,239,2007,2007-07-01
2007-07-17,WARN,1,2007,2007-07-01
2007-07-18,CIVIL,2075,2007,2007-07-01
2007-07-18,CRIM,490,2007,2007-07-01
2007-07-18,ARREST,237,2007,2007-07-01
2007-07-19,CRIM,464,2007,2007-07-01
2007-07-19,CIVIL,1984,2007,2007-07-01
2007-07-19,ARREST,230,2007,2007-07-01
2007-07-20,CRIM,490,2007,2007-07-01
2007-07-20,CIVIL,2654,2007,2007-07-01
2007-07-20,ARREST,281,2007,2007-07-01
2007-07-21,CIVIL,2011,2007,2007-07-01
2007-07-21,CRIM,487,2007,2007-07-01
2007-07-21,ARREST,388,2007,2007-07-01
2007-07-22,CIVIL,1754,2007,2007-07-01
2007-07-22,CRIM,389,2007,2007-07-01
2007-07-22,ARREST,281,2007,2007-07-01
2007-07-23,CIVIL,1847,2007,2007-07-01
2007-07-23,CRIM,516,2007,2007-07-01
2007-07-23,ARREST,198,2007,2007-07-01
2007-07-24,CRIM,460,2007,2007-07-01
2007-07-24,CIVIL,2532,2007,2007-07-01
2007-07-24,ARREST,191,2007,2007-07-01
2007-07-24,WARN,1,2007,2007-07-01
2007-07-25,CIVIL,2751,2007,2007-07-01
2007-07-25,CRIM,517,2007,2007-07-01
2007-07-25,ARREST,236,2007,2007-07-01
2007-07-25,WARN,1,2007,2007-07-01
2007-07-26,CIVIL,2462,2007,2007-07-01
2007-07-26,CRIM,565,2007,2007-07-01
2007-07-26,ARREST,303,2007,2007-07-01
2007-07-26,WARN,1,2007,2007-07-01
2007-07-27,CIVIL,2522,2007,2007-07-01
2007-07-27,ARREST,274,2007,2007-07-01
2007-07-27,CRIM,513,2007,2007-07-01
2007-07-28,CIVIL,1685,2007,2007-07-01
2007-07-28,ARREST,331,2007,2007-07-01
2007-07-28,CRIM,461,2007,2007-07-01
2007-07-29,CIVIL,1705,2007,2007-07-01
2007-07-29,ARREST,270,2007,2007-07-01
2007-07-29,CRIM,495,2007,2007-07-01
2007-07-30,CIVIL,2111,2007,2007-07-01
2007-07-30,CRIM,404,2007,2007-07-01
2007-07-30,ARREST,191,2007,2007-07-01
2007-07-31,CRIM,538,2007,2007-07-01
2007-07-31,CIVIL,2429,2007,2007-07-01
2007-07-31,ARREST,205,2007,2007-07-01
2007-07-31,WARN,1,2007,2007-07-01
2007-08-01,ARREST,264,2007,2007-08-01
2007-08-01,CIVIL,2675,2007,2007-08-01
2007-08-01,CRIM,508,2007,2007-08-01
2007-08-02,CIVIL,2361,2007,2007-08-01
2007-08-02,CRIM,505,2007,2007-08-01
2007-08-02,ARREST,251,2007,2007-08-01
2007-08-03,CRIM,548,2007,2007-08-01
2007-08-03,CIVIL,2295,2007,2007-08-01
2007-08-03,ARREST,229,2007,2007-08-01
2007-08-04,CIVIL,1862,2007,2007-08-01
2007-08-04,CRIM,488,2007,2007-08-01
2007-08-04,ARREST,351,2007,2007-08-01
2007-08-04,WARN,1,2007,2007-08-01
2007-08-05,CRIM,524,2007,2007-08-01
2007-08-05,ARREST,256,2007,2007-08-01
2007-08-05,CIVIL,1649,2007,2007-08-01
2007-08-06,CRIM,525,2007,2007-08-01
2007-08-06,CIVIL,2327,2007,2007-08-01
2007-08-06,ARREST,189,2007,2007-08-01
2007-08-07,CRIM,514,2007,2007-08-01
2007-08-07,CIVIL,2595,2007,2007-08-01
2007-08-07,ARREST,256,2007,2007-08-01
2007-08-08,CRIM,491,2007,2007-08-01
2007-08-08,CIVIL,2173,2007,2007-08-01
2007-08-08,ARREST,218,2007,2007-08-01
2007-08-09,CRIM,521,2007,2007-08-01
2007-08-09,CIVIL,2506,2007,2007-08-01
2007-08-09,ARREST,272,2007,2007-08-01
2007-08-10,CIVIL,1833,2007,2007-08-01
2007-08-10,CRIM,571,2007,2007-08-01
2007-08-10,ARREST,297,2007,2007-08-01
2007-08-11,CRIM,546,2007,2007-08-01
2007-08-11,CIVIL,1820,2007,2007-08-01
2007-08-11,ARREST,325,2007,2007-08-01
2007-08-12,CRIM,446,2007,2007-08-01
2007-08-12,CIVIL,1672,2007,2007-08-01
2007-08-12,ARREST,301,2007,2007-08-01
2007-08-13,CIVIL,2053,2007,2007-08-01
2007-08-13,CRIM,478,2007,2007-08-01
2007-08-13,ARREST,172,2007,2007-08-01
2007-08-14,CIVIL,2581,2007,2007-08-01
2007-08-14,CRIM,441,2007,2007-08-01
2007-08-14,ARREST,247,2007,2007-08-01
2007-08-15,CIVIL,2539,2007,2007-08-01
2007-08-15,CRIM,518,2007,2007-08-01
2007-08-15,ARREST,216,2007,2007-08-01
2007-08-16,CIVIL,2489,2007,2007-08-01
2007-08-16,ARREST,253,2007,2007-08-01
2007-08-16,CRIM,577,2007,2007-08-01
2007-08-17,CRIM,618,2007,2007-08-01
2007-08-17,CIVIL,2805,2007,2007-08-01
2007-08-17,ARREST,267,2007,2007-08-01
2007-08-17,WARN,1,2007,2007-08-01
2007-08-18,CIVIL,2180,2007,2007-08-01
2007-08-18,ARREST,397,2007,2007-08-01
2007-08-18,CRIM,581,2007,2007-08-01
2007-08-19,CIVIL,1787,2007,2007-08-01
2007-08-19,ARREST,335,2007,2007-08-01
2007-08-19,CRIM,509,2007,2007-08-01
2007-08-20,CRIM,489,2007,2007-08-01
2007-08-20,CIVIL,2385,2007,2007-08-01
2007-08-20,ARREST,250,2007,2007-08-01
2007-08-21,CRIM,475,2007,2007-08-01
2007-08-21,ARREST,190,2007,2007-08-01
2007-08-21,CIVIL,2735,2007,2007-08-01
2007-08-22,CIVIL,2942,2007,2007-08-01
2007-08-22,ARREST,267,2007,2007-08-01
2007-08-22,CRIM,624,2007,2007-08-01
2007-08-23,CIVIL,2737,2007,2007-08-01
2007-08-23,CRIM,583,2007,2007-08-01
2007-08-23,ARREST,308,2007,2007-08-01
2007-08-23,WARN,3,2007,2007-08-01
2007-08-24,CRIM,547,2007,2007-08-01
2007-08-24,CIVIL,3089,2007,2007-08-01
2007-08-24,ARREST,328,2007,2007-08-01
2007-08-24,WARN,1,2007,2007-08-01
2007-08-25,CRIM,468,2007,2007-08-01
2007-08-25,CIVIL,2230,2007,2007-08-01
2007-08-25,ARREST,418,2007,2007-08-01
2007-08-26,CIVIL,1737,2007,2007-08-01
2007-08-26,CRIM,455,2007,2007-08-01
2007-08-26,ARREST,316,2007,2007-08-01
2007-08-27,CIVIL,2480,2007,2007-08-01
2007-08-27,CRIM,511,2007,2007-08-01
2007-08-27,ARREST,212,2007,2007-08-01
2007-08-28,CRIM,527,2007,2007-08-01
2007-08-28,ARREST,194,2007,2007-08-01
2007-08-28,CIVIL,2838,2007,2007-08-01
2007-08-29,CIVIL,2914,2007,2007-08-01
2007-08-29,ARREST,260,2007,2007-08-01
2007-08-29,CRIM,590,2007,2007-08-01
2007-08-30,ARREST,282,2007,2007-08-01
2007-08-30,CIVIL,2970,2007,2007-08-01
2007-08-30,CRIM,583,2007,2007-08-01
2007-08-31,CIVIL,3194,2007,2007-08-01
2007-08-31,ARREST,354,2007,2007-08-01
2007-08-31,CRIM,650,2007,2007-08-01
2007-09-01,ARREST,505,2007,2007-09-01
2007-09-01,CIVIL,2647,2007,2007-09-01
2007-09-01,CRIM,561,2007,2007-09-01
2007-09-02,CRIM,505,2007,2007-09-01
2007-09-02,CIVIL,2109,2007,2007-09-01
2007-09-02,ARREST,315,2007,2007-09-01
2007-09-03,CRIM,456,2007,2007-09-01
2007-09-03,ARREST,287,2007,2007-09-01
2007-09-03,CIVIL,2061,2007,2007-09-01
2007-09-04,CIVIL,2411,2007,2007-09-01
2007-09-04,ARREST,253,2007,2007-09-01
2007-09-04,CRIM,526,2007,2007-09-01
2007-09-05,CIVIL,2825,2007,2007-09-01
2007-09-05,CRIM,597,2007,2007-09-01
2007-09-05,ARREST,220,2007,2007-09-01
2007-09-06,CIVIL,2397,2007,2007-09-01
2007-09-06,ARREST,207,2007,2007-09-01
2007-09-06,CRIM,544,2007,2007-09-01
2007-09-07,ARREST,286,2007,2007-09-01
2007-09-07,CIVIL,2703,2007,2007-09-01
2007-09-07,CRIM,537,2007,2007-09-01
2007-09-08,CIVIL,1864,2007,2007-09-01
2007-09-08,CRIM,591,2007,2007-09-01
2007-09-08,ARREST,366,2007,2007-09-01
2007-09-09,CRIM,453,2007,2007-09-01
2007-09-09,CIVIL,1424,2007,2007-09-01
2007-09-09,ARREST,312,2007,2007-09-01
2007-09-10,CRIM,520,2007,2007-09-01
2007-09-10,CIVIL,2160,2007,2007-09-01
2007-09-10,ARREST,164,2007,2007-09-01
2007-09-10,WARN,1,2007,2007-09-01
2007-09-11,CRIM,442,2007,2007-09-01
2007-09-11,CIVIL,1677,2007,2007-09-01
2007-09-11,ARREST,244,2007,2007-09-01
2007-09-12,CRIM,502,2007,2007-09-01
2007-09-12,CIVIL,2609,2007,2007-09-01
2007-09-12,ARREST,198,2007,2007-09-01
2007-09-13,CIVIL,2543,2007,2007-09-01
2007-09-13,CRIM,466,2007,2007-09-01
2007-09-13,ARREST,244,2007,2007-09-01
2007-09-14,CIVIL,2565,2007,2007-09-01
2007-09-14,CRIM,537,2007,2007-09-01
2007-09-14,ARREST,292,2007,2007-09-01
2007-09-15,CRIM,545,2007,2007-09-01
2007-09-15,CIVIL,1649,2007,2007-09-01
2007-09-15,ARREST,390,2007,2007-09-01
2007-09-16,CIVIL,1578,2007,2007-09-01
2007-09-16,ARREST,291,2007,2007-09-01
2007-09-16,CRIM,486,2007,2007-09-01
2007-09-17,CIVIL,2480,2007,2007-09-01
2007-09-17,CRIM,453,2007,2007-09-01
2007-09-17,ARREST,240,2007,2007-09-01
2007-09-18,CIVIL,2426,2007,2007-09-01
2007-09-18,CRIM,468,2007,2007-09-01
2007-09-18,ARREST,237,2007,2007-09-01
2007-09-19,CIVIL,2488,2007,2007-09-01
2007-09-19,CRIM,395,2007,2007-09-01
2007-09-19,ARREST,159,2007,2007-09-01
2007-09-19,WARN,2,2007,2007-09-01
2007-09-20,CIVIL,2489,2007,2007-09-01
2007-09-20,ARREST,293,2007,2007-09-01
2007-09-20,CRIM,448,2007,2007-09-01
2007-09-20,WARN,1,2007,2007-09-01
2007-09-21,ARREST,270,2007,2007-09-01
2007-09-21,CIVIL,2292,2007,2007-09-01
2007-09-21,CRIM,567,2007,2007-09-01
2007-09-22,CIVIL,1842,2007,2007-09-01
2007-09-22,CRIM,622,2007,2007-09-01
2007-09-22,ARREST,326,2007,2007-09-01
2007-09-23,CRIM,391,2007,2007-09-01
2007-09-23,CIVIL,1423,2007,2007-09-01
2007-09-23,ARREST,313,2007,2007-09-01
2007-09-24,ARREST,196,2007,2007-09-01
2007-09-24,CIVIL,2266,2007,2007-09-01
2007-09-24,CRIM,461,2007,2007-09-01
2007-09-25,CIVIL,2498,2007,2007-09-01
2007-09-25,ARREST,210,2007,2007-09-01
2007-09-25,CRIM,560,2007,2007-09-01
2007-09-25,WARN,1,2007,2007-09-01
2007-09-26,CIVIL,2344,2007,2007-09-01
2007-09-26,CRIM,564,2007,2007-09-01
2007-09-26,ARREST,250,2007,2007-09-01
2007-09-27,CIVIL,2272,2007,2007-09-01
2007-09-27,CRIM,557,2007,2007-09-01
2007-09-27,ARREST,260,2007,2007-09-01
2007-09-28,ARREST,258,2007,2007-09-01
2007-09-28,CIVIL,2523,2007,2007-09-01
2007-09-28,CRIM,521,2007,2007-09-01
2007-09-29,CIVIL,2015,2007,2007-09-01
2007-09-29,ARREST,413,2007,2007-09-01
2007-09-29,CRIM,532,2007,2007-09-01
2007-09-30,CIVIL,1656,2007,2007-09-01
2007-09-30,ARREST,309,2007,2007-09-01
2007-09-30,CRIM,407,2007,2007-09-01
2007-10-01,CIVIL,2215,2007,2007-10-01
2007-10-01,CRIM,469,2007,2007-10-01
2007-10-01,ARREST,164,2007,2007-10-01
2007-10-02,CRIM,541,2007,2007-10-01
2007-10-02,CIVIL,2419,2007,2007-10-01
2007-10-02,ARREST,244,2007,2007-10-01
2007-10-03,CIVIL,2286,2007,2007-10-01
2007-10-03,CRIM,523,2007,2007-10-01
2007-10-03,ARREST,257,2007,2007-10-01
2007-10-04,CRIM,493,2007,2007-10-01
2007-10-04,CIVIL,2480,2007,2007-10-01
2007-10-04,ARREST,277,2007,2007-10-01
2007-10-05,CRIM,504,2007,2007-10-01
2007-10-05,CIVIL,2164,2007,2007-10-01
2007-10-05,ARREST,324,2007,2007-10-01
2007-10-06,CIVIL,1827,2007,2007-10-01
2007-10-06,CRIM,519,2007,2007-10-01
2007-10-06,ARREST,306,2007,2007-10-01
2007-10-06,WARN,1,2007,2007-10-01
2007-10-07,CIVIL,1310,2007,2007-10-01
2007-10-07,CRIM,410,2007,2007-10-01
2007-10-07,ARREST,274,2007,2007-10-01
2007-10-07,WARN,1,2007,2007-10-01
2007-10-08,ARREST,209,2007,2007-10-01
2007-10-08,CIVIL,1384,2007,2007-10-01
2007-10-08,CRIM,448,2007,2007-10-01
2007-10-09,CIVIL,2201,2007,2007-10-01
2007-10-09,CRIM,562,2007,2007-10-01
2007-10-09,ARREST,208,2007,2007-10-01
2007-10-10,CIVIL,2202,2007,2007-10-01
2007-10-10,CRIM,577,2007,2007-10-01
2007-10-10,ARREST,197,2007,2007-10-01
2007-10-10,WARN,1,2007,2007-10-01
2007-10-11,CIVIL,2072,2007,2007-10-01
2007-10-11,CRIM,476,2007,2007-10-01
2007-10-11,ARREST,191,2007,2007-10-01
2007-10-12,CIVIL,2006,2007,2007-10-01
2007-10-12,CRIM,625,2007,2007-10-01
2007-10-12,ARREST,290,2007,2007-10-01
2007-10-13,CIVIL,1758,2007,2007-10-01
2007-10-13,ARREST,351,2007,2007-10-01
2007-10-13,CRIM,492,2007,2007-10-01
2007-10-14,CRIM,435,2007,2007-10-01
2007-10-14,CIVIL,1458,2007,2007-10-01
2007-10-14,ARREST,260,2007,2007-10-01
2007-10-15,CRIM,468,2007,2007-10-01
2007-10-15,CIVIL,2091,2007,2007-10-01
2007-10-15,ARREST,159,2007,2007-10-01
2007-10-15,WARN,2,2007,2007-10-01
2007-10-16,CRIM,557,2007,2007-10-01
2007-10-16,CIVIL,2355,2007,2007-10-01
2007-10-16,ARREST,200,2007,2007-10-01
2007-10-16,WARN,1,2007,2007-10-01
2007-10-17,CIVIL,2321,2007,2007-10-01
2007-10-17,CRIM,549,2007,2007-10-01
2007-10-17,ARREST,241,2007,2007-10-01
2007-10-18,CRIM,523,2007,2007-10-01
2007-10-18,CIVIL,2301,2007,2007-10-01
2007-10-18,ARREST,223,2007,2007-10-01
2007-10-19,CIVIL,1744,2007,2007-10-01
2007-10-19,ARREST,284,2007,2007-10-01
2007-10-19,CRIM,470,2007,2007-10-01
2007-10-20,CRIM,557,2007,2007-10-01
2007-10-20,CIVIL,1602,2007,2007-10-01
2007-10-20,ARREST,278,2007,2007-10-01
2007-10-21,CRIM,426,2007,2007-10-01
2007-10-21,CIVIL,1485,2007,2007-10-01
2007-10-21,ARREST,296,2007,2007-10-01
2007-10-22,CIVIL,2206,2007,2007-10-01
2007-10-22,ARREST,180,2007,2007-10-01
2007-10-22,CRIM,531,2007,2007-10-01
2007-10-23,CIVIL,2812,2007,2007-10-01
2007-10-23,CRIM,557,2007,2007-10-01
2007-10-23,ARREST,218,2007,2007-10-01
2007-10-24,CIVIL,2072,2007,2007-10-01
2007-10-24,CRIM,492,2007,2007-10-01
2007-10-24,ARREST,124,2007,2007-10-01
2007-10-25,CRIM,535,2007,2007-10-01
2007-10-25,CIVIL,2058,2007,2007-10-01
2007-10-25,ARREST,185,2007,2007-10-01
2007-10-26,CIVIL,2231,2007,2007-10-01
2007-10-26,ARREST,315,2007,2007-10-01
2007-10-26,CRIM,494,2007,2007-10-01
2007-10-27,ARREST,306,2007,2007-10-01
2007-10-27,CIVIL,1092,2007,2007-10-01
2007-10-27,CRIM,471,2007,2007-10-01
2007-10-28,ARREST,333,2007,2007-10-01
2007-10-28,CIVIL,1299,2007,2007-10-01
2007-10-28,CRIM,389,2007,2007-10-01
2007-10-29,CIVIL,2030,2007,2007-10-01
2007-10-29,ARREST,201,2007,2007-10-01
2007-10-29,CRIM,411,2007,2007-10-01
2007-10-29,WARN,2,2007,2007-10-01
2007-10-30,ARREST,233,2007,2007-10-01
2007-10-30,CIVIL,2272,2007,2007-10-01
2007-10-30,CRIM,538,2007,2007-10-01
2007-10-31,CRIM,549,2007,2007-10-01
2007-10-31,CIVIL,2443,2007,2007-10-01
2007-10-31,ARREST,241,2007,2007-10-01
2007-11-01,CIVIL,2521,2007,2007-11-01
2007-11-01,CRIM,607,2007,2007-11-01
2007-11-01,ARREST,256,2007,2007-11-01
2007-11-02,CIVIL,2493,2007,2007-11-01
2007-11-02,CRIM,553,2007,2007-11-01
2007-11-02,ARREST,362,2007,2007-11-01
2007-11-03,CRIM,458,2007,2007-11-01
2007-11-03,CIVIL,1363,2007,2007-11-01
2007-11-03,ARREST,335,2007,2007-11-01
2007-11-04,CIVIL,1587,2007,2007-11-01
2007-11-04,CRIM,374,2007,2007-11-01
2007-11-04,ARREST,323,2007,2007-11-01
2007-11-05,ARREST,222,2007,2007-11-01
2007-11-05,CIVIL,2504,2007,2007-11-01
2007-11-05,CRIM,454,2007,2007-11-01
2007-11-06,CIVIL,1590,2007,2007-11-01
2007-11-06,CRIM,525,2007,2007-11-01
2007-11-06,ARREST,210,2007,2007-11-01
2007-11-07,CIVIL,2758,2007,2007-11-01
2007-11-07,ARREST,229,2007,2007-11-01
2007-11-07,CRIM,576,2007,2007-11-01
2007-11-08,ARREST,259,2007,2007-11-01
2007-11-08,CIVIL,2598,2007,2007-11-01
2007-11-08,CRIM,548,2007,2007-11-01
2007-11-09,CIVIL,2332,2007,2007-11-01
2007-11-09,ARREST,334,2007,2007-11-01
2007-11-09,CRIM,617,2007,2007-11-01
2007-11-09,WARN,1,2007,2007-11-01
2007-11-10,CIVIL,2143,2007,2007-11-01
2007-11-10,CRIM,540,2007,2007-11-01
2007-11-10,ARREST,412,2007,2007-11-01
2007-11-11,ARREST,382,2007,2007-11-01
2007-11-11,CIVIL,1729,2007,2007-11-01
2007-11-11,CRIM,454,2007,2007-11-01
2007-11-12,CRIM,443,2007,2007-11-01
2007-11-12,CIVIL,2189,2007,2007-11-01
2007-11-12,ARREST,267,2007,2007-11-01
2007-11-12,WARN,1,2007,2007-11-01
2007-11-13,CRIM,574,2007,2007-11-01
2007-11-13,ARREST,213,2007,2007-11-01
2007-11-13,CIVIL,2548,2007,2007-11-01
2007-11-14,CRIM,594,2007,2007-11-01
2007-11-14,CIVIL,2553,2007,2007-11-01
2007-11-14,ARREST,248,2007,2007-11-01
2007-11-15,CRIM,566,2007,2007-11-01
2007-11-15,CIVIL,1918,2007,2007-11-01
2007-11-15,ARREST,193,2007,2007-11-01
2007-11-16,CIVIL,2893,2007,2007-11-01
2007-11-16,CRIM,626,2007,2007-11-01
2007-11-16,ARREST,341,2007,2007-11-01
2007-11-17,CIVIL,2334,2007,2007-11-01
2007-11-17,CRIM,709,2007,2007-11-01
2007-11-17,ARREST,359,2007,2007-11-01
2007-11-17,WARN,1,2007,2007-11-01
2007-11-18,CIVIL,2005,2007,2007-11-01
2007-11-18,CRIM,469,2007,2007-11-01
2007-11-18,ARREST,301,2007,2007-11-01
2007-11-19,CIVIL,2711,2007,2007-11-01
2007-11-19,CRIM,550,2007,2007-11-01
2007-11-19,ARREST,165,2007,2007-11-01
2007-11-20,CIVIL,2239,2007,2007-11-01
2007-11-20,CRIM,448,2007,2007-11-01
2007-11-20,ARREST,209,2007,2007-11-01
2007-11-21,CRIM,558,2007,2007-11-01
2007-11-21,CIVIL,2521,2007,2007-11-01
2007-11-21,ARREST,236,2007,2007-11-01
2007-11-22,CIVIL,634,2007,2007-11-01
2007-11-22,CRIM,322,2007,2007-11-01
2007-11-22,ARREST,233,2007,2007-11-01
2007-11-23,CIVIL,2493,2007,2007-11-01
2007-11-23,CRIM,545,2007,2007-11-01
2007-11-23,ARREST,246,2007,2007-11-01
2007-11-24,CIVIL,2224,2007,2007-11-01
2007-11-24,CRIM,653,2007,2007-11-01
2007-11-24,ARREST,394,2007,2007-11-01
2007-11-25,CRIM,557,2007,2007-11-01
2007-11-25,CIVIL,2047,2007,2007-11-01
2007-11-25,ARREST,243,2007,2007-11-01
2007-11-25,WARN,1,2007,2007-11-01
2007-11-26,CIVIL,1958,2007,2007-11-01
2007-11-26,CRIM,433,2007,2007-11-01
2007-11-26,ARREST,158,2007,2007-11-01
2007-11-27,CIVIL,2555,2007,2007-11-01
2007-11-27,CRIM,579,2007,2007-11-01
2007-11-27,ARREST,197,2007,2007-11-01
2007-11-28,CRIM,608,2007,2007-11-01
2007-11-28,CIVIL,2669,2007,2007-11-01
2007-11-28,ARREST,236,2007,2007-11-01
2007-11-29,ARREST,269,2007,2007-11-01
2007-11-29,CIVIL,2244,2007,2007-11-01
2007-11-29,CRIM,585,2007,2007-11-01
2007-11-30,ARREST,256,2007,2007-11-01
2007-11-30,CIVIL,2381,2007,2007-11-01
2007-11-30,CRIM,550,2007,2007-11-01
2007-12-01,CIVIL,1614,2007,2007-12-01
2007-12-01,ARREST,337,2007,2007-12-01
2007-12-01,CRIM,510,2007,2007-12-01
2007-12-01,WARN,1,2007,2007-12-01
2007-12-02,CIVIL,1274,2007,2007-12-01
2007-12-02,CRIM,438,2007,2007-12-01
2007-12-02,ARREST,269,2007,2007-12-01
2007-12-02,WARN,1,2007,2007-12-01
2007-12-03,CIVIL,968,2007,2007-12-01
2007-12-03,CRIM,331,2007,2007-12-01
2007-12-03,ARREST,138,2007,2007-12-01
2007-12-04,CIVIL,1711,2007,2007-12-01
2007-12-04,CRIM,471,2007,2007-12-01
2007-12-04,ARREST,196,2007,2007-12-01
2007-12-05,CIVIL,2162,2007,2007-12-01
2007-12-05,CRIM,463,2007,2007-12-01
2007-12-05,ARREST,192,2007,2007-12-01
2007-12-05,WARN,2,2007,2007-12-01
2007-12-06,CIVIL,2006,2007,2007-12-01
2007-12-06,ARREST,240,2007,2007-12-01
2007-12-06,CRIM,486,2007,2007-12-01
2007-12-07,CRIM,503,2007,2007-12-01
2007-12-07,CIVIL,1952,2007,2007-12-01
2007-12-07,ARREST,264,2007,2007-12-01
2007-12-08,CIVIL,1718,2007,2007-12-01
2007-12-08,CRIM,539,2007,2007-12-01
2007-12-08,ARREST,310,2007,2007-12-01
2007-12-09,CRIM,417,2007,2007-12-01
2007-12-09,CIVIL,1184,2007,2007-12-01
2007-12-09,ARREST,299,2007,2007-12-01
2007-12-10,CIVIL,1333,2007,2007-12-01
2007-12-10,CRIM,507,2007,2007-12-01
2007-12-10,ARREST,173,2007,2007-12-01
2007-12-10,WARN,1,2007,2007-12-01
2007-12-11,CRIM,544,2007,2007-12-01
2007-12-11,CIVIL,1769,2007,2007-12-01
2007-12-11,ARREST,190,2007,2007-12-01
2007-12-12,CIVIL,2112,2007,2007-12-01
2007-12-12,CRIM,427,2007,2007-12-01
2007-12-12,ARREST,174,2007,2007-12-01
2007-12-12,WARN,1,2007,2007-12-01
2007-12-13,CRIM,386,2007,2007-12-01
2007-12-13,CIVIL,1124,2007,2007-12-01
2007-12-13,ARREST,165,2007,2007-12-01
2007-12-14,ARREST,185,2007,2007-12-01
2007-12-14,CIVIL,1004,2007,2007-12-01
2007-12-14,CRIM,378,2007,2007-12-01
2007-12-15,CIVIL,1341,2007,2007-12-01
2007-12-15,ARREST,300,2007,2007-12-01
2007-12-15,CRIM,426,2007,2007-12-01
2007-12-16,CRIM,265,2007,2007-12-01
2007-12-16,ARREST,208,2007,2007-12-01
2007-12-16,CIVIL,415,2007,2007-12-01
2007-12-17,ARREST,138,2007,2007-12-01
2007-12-17,CRIM,354,2007,2007-12-01
2007-12-17,CIVIL,1117,2007,2007-12-01
2007-12-18,CRIM,410,2007,2007-12-01
2007-12-18,CIVIL,1501,2007,2007-12-01
2007-12-18,ARREST,196,2007,2007-12-01
2007-12-19,CRIM,425,2007,2007-12-01
2007-12-19,CIVIL,1497,2007,2007-12-01
2007-12-19,ARREST,178,2007,2007-12-01
2007-12-19,WARN,1,2007,2007-12-01
2007-12-20,CIVIL,1069,2007,2007-12-01
2007-12-20,CRIM,436,2007,2007-12-01
2007-12-20,ARREST,174,2007,2007-12-01
2007-12-21,CRIM,506,2007,2007-12-01
2007-12-21,CIVIL,1631,2007,2007-12-01
2007-12-21,ARREST,331,2007,2007-12-01
2007-12-21,WARN,1,2007,2007-12-01
2007-12-22,CIVIL,1592,2007,2007-12-01
2007-12-22,CRIM,399,2007,2007-12-01
2007-12-22,ARREST,383,2007,2007-12-01
2007-12-23,CRIM,395,2007,2007-12-01
2007-12-23,CIVIL,935,2007,2007-12-01
2007-12-23,ARREST,327,2007,2007-12-01
2007-12-23,WARN,1,2007,2007-12-01
2007-12-24,CIVIL,670,2007,2007-12-01
2007-12-24,CRIM,272,2007,2007-12-01
2007-12-24,ARREST,152,2007,2007-12-01
2007-12-24,WARN,1,2007,2007-12-01
2007-12-25,CIVIL,239,2007,2007-12-01
2007-12-25,CRIM,109,2007,2007-12-01
